"id","title","description","category","price","discountPercentage","rating","stock","brand","sku","weight","warrantyInformation","shippingInformation","availabilityStatus","returnPolicy","minimumOrderQuantity","meta","images","thumbnail","dimensions_width","dimensions_height","dimensions_depth","review_1_rating","review_1_comment","review_1_reviewer","review_2_rating","review_2_comment","review_2_reviewer","review_3_rating","review_3_comment","review_3_reviewer","tags"
"162","Blue Frock","The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.","tops","29.99","9.37","3.57","37","","YAXY0OOO","2","1 week warranty","Ships in 1 week","In Stock","7 days return policy","19","","","https://cdn.dummyjson.com/products/images/tops/Blue%20Frock/thumbnail.png","22.85","26.97","12.29","2","Very dissatisfied!","Carter Rivera","1","Very disappointed!","Harper Garcia","1","Poor quality!","Violet Roberts","clothing, dresses"
"163","Girl Summer Dress","The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.","tops","19.99","6.42","2.67","20","","99397X82","3","1 month warranty","Ships in 3-5 business days","In Stock","No return policy","5","","","https://cdn.dummyjson.com/products/images/tops/Girl%20Summer%20Dress/thumbnail.png","8.02","5.01","20.55","5","Very pleased!","Gabriel Adams","2","Poor quality!","Addison Ward","4","Great value for money!","Nora Mills","clothing, girls' dresses"
"164","Gray Dress","The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.","tops","34.99","9.32","3.49","81","","GVBVDYSG","5","5 year warranty","Ships in 1-2 business days","In Stock","No return policy","19","","","https://cdn.dummyjson.com/products/images/tops/Gray%20Dress/thumbnail.png","13.86","19.2","8.64","4","Very happy with my purchase!","Jacob Cooper","3","Poor quality!","Mila Hernandez","3","Very dissatisfied!","Ella Adams","clothing, dresses"
"165","Short Frock","The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.","tops","24.99","9.47","4.63","19","","4VA2AFL0","8","No warranty","Ships in 1-2 business days","In Stock","60 days return policy","19","","","https://cdn.dummyjson.com/products/images/tops/Short%20Frock/thumbnail.png","24.35","8.49","5.89","1","Very unhappy with my purchase!","Asher Scott","4","Great product!","Penelope Harper","4","Very happy with my purchase!","Nathan Reed","clothing, dresses"
"166","Tartan Dress","The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.","tops","39.99","2.08","2.82","100","","35AA2Y9Z","4","3 months warranty","Ships overnight","In Stock","No return policy","11","","","https://cdn.dummyjson.com/products/images/tops/Tartan%20Dress/thumbnail.png","13","28.67","6.45","4","Highly recommended!","Jaxon Barnes","3","Would not recommend!","Mateo Perez","3","Not as described!","David Martinez","clothing, dresses"
"167","300 Touring","The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.","vehicle","28999.99","7.15","4.56","53","Chrysler","SPG50KEL","5","3 year warranty","Ships overnight","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/vehicle/300%20Touring/thumbnail.png","5.03","6.98","8.65","2","Would not recommend!","Miles Stevenson","5","Very happy with my purchase!","Hannah Robinson","5","Great value for money!","Harper Turner","sedans, vehicles"
"168","Charger SXT RWD","The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.","vehicle","32999.99","2.27","2.92","85","Dodge","AWI8JXJ4","8","1 week warranty","Ships in 3-5 business days","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/vehicle/Charger%20SXT%20RWD/thumbnail.png","27.01","11.43","23.25","2","Disappointing product!","Clara Berry","5","Highly impressed!","Ella Adams","4","Very happy with my purchase!","Gabriel Hayes","sedans, sports cars, vehicles"
"169","Dodge Hornet GT Plus","The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.","vehicle","24999.99","14.26","3.93","81","Dodge","FTLDKR58","10","3 months warranty","Ships in 2 weeks","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/vehicle/Dodge%20Hornet%20GT%20Plus/thumbnail.png","14.26","20.05","14.21","4","Highly impressed!","Lila Hudson","4","Great product!","Leo Rivera","4","Great value for money!","Austin Hudson","hatchbacks, compact cars, vehicles"
"170","Durango SXT RWD","The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.","vehicle","36999.99","9.21","3.47","0","Dodge","8I1NEZNH","8","1 year warranty","Ships in 1 week","Out of Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/vehicle/Durango%20SXT%20RWD/thumbnail.png","17.45","22.98","20.63","4","Very happy with my purchase!","Tristan Scott","5","Fast shipping!","Grace Perry","3","Would not buy again!","Mason Parker","suvs, vehicles"
"171","Pacifica Touring","The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.","vehicle","31999.99","6.89","2.96","22","Chrysler","26P5DXAD","8","2 year warranty","Ships in 1-2 business days","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/vehicle/Pacifica%20Touring/thumbnail.png","21.11","16.23","22.96","5","Very pleased!","Alice Smith","4","Awesome product!","Stella Morris","4","Very pleased!","Lillian Bishop","minivans, vehicles"
"172","Blue Women's Handbag","The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.","womens-bags","49.99","5.24","3.37","76","Fashionista","A5HC6SCF","2","Lifetime warranty","Ships in 1 month","In Stock","90 days return policy","15","","","https://cdn.dummyjson.com/products/images/womens-bags/Blue%20Women's%20Handbag/thumbnail.png","16.06","14.91","28.61","5","Very satisfied!","John Doe","5","Excellent quality!","Aria Parker","1","Poor quality!","Hazel Gardner","fashion accessories, handbags"
"173","Heshe Women's Leather Bag","The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.","womens-bags","129.99","7.74","2.62","9","Heshe","W8MA1IE7","5","1 year warranty","Ships in 1 month","In Stock","90 days return policy","5","","","https://cdn.dummyjson.com/products/images/womens-bags/Heshe%20Women's%20Leather%20Bag/thumbnail.png","24.49","10.88","8.35","4","Highly impressed!","Hunter Gordon","5","Awesome product!","Ethan Fletcher","4","Highly recommended!","Aaron Cook","fashion accessories, leather bags"
"174","Prada Women Bag","The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.","womens-bags","599.99","18.3","3.52","43","Prada","WXX4YTJM","4","1 week warranty","Ships overnight","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/womens-bags/Prada%20Women%20Bag/thumbnail.png","23.45","16.1","5.78","5","Excellent quality!","Samantha Howard","4","Would buy again!","Henry Hill","3","Not worth the price!","Lucas Ramirez","fashion accessories, designer bags"
"175","White Faux Leather Backpack","The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.","womens-bags","39.99","7.76","4.91","89","Urban Chic","85TOBG0M","1","1 month warranty","Ships overnight","In Stock","30 days return policy","16","","","https://cdn.dummyjson.com/products/images/womens-bags/White%20Faux%20Leather%20Backpack/thumbnail.png","9.35","22.43","15.63","1","Would not recommend!","Harper Kelly","5","Excellent quality!","Sofia Mitchell","5","Very pleased!","Eli Bennett","fashion accessories, backpacks"
"176","Women Handbag Black","The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.","womens-bags","59.99","3.08","4.94","24","Elegance Collection","0I2M70SW","1","Lifetime warranty","Ships overnight","In Stock","No return policy","8","","","https://cdn.dummyjson.com/products/images/womens-bags/Women%20Handbag%20Black/thumbnail.png","15.31","26.35","24.69","1","Not as described!","Leah Hughes","4","Very pleased!","Lila Hudson","5","Awesome product!","Ethan Martinez","fashion accessories, handbags"
"177","Black Women's Gown","The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.","womens-dresses","129.99","5.86","4.77","59","","CL0LXEBG","7","Lifetime warranty","Ships in 1 month","In Stock","7 days return policy","2","","","https://cdn.dummyjson.com/products/images/womens-dresses/Black%20Women's%20Gown/thumbnail.png","22.4","22.15","21.87","5","Very satisfied!","Aria Flores","5","Great product!","Stella Hughes","1","Not as described!","Mason Pearson","clothing, gowns"
"178","Corset Leather With Skirt","The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.","womens-dresses","89.99","19.26","2.52","59","","TU384RG4","1","6 months warranty","Ships overnight","In Stock","60 days return policy","4","","","https://cdn.dummyjson.com/products/images/womens-dresses/Corset%20Leather%20With%20Skirt/thumbnail.png","19.1","27.47","29.95","3","Very unhappy with my purchase!","Mason Parker","3","Would not recommend!","Grace Green","4","Highly impressed!","Madison Stewart","clothing, corsets, skirts"
"179","Corset With Black Skirt","The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.","womens-dresses","79.99","14.61","3","67","","KM6VKT38","6","Lifetime warranty","Ships in 2 weeks","In Stock","No return policy","3","","","https://cdn.dummyjson.com/products/images/womens-dresses/Corset%20With%20Black%20Skirt/thumbnail.png","9.79","26.72","14.21","4","Very happy with my purchase!","Nolan Bryant","4","Highly impressed!","Julian Newton","4","Highly impressed!","Elena Baker","clothing, corsets, skirts"
"180","Dress Pea","The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.","womens-dresses","49.99","9.81","2.92","29","","EOSIQZU7","7","6 months warranty","Ships in 1 month","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/womens-dresses/Dress%20Pea/thumbnail.png","22.66","19.32","6.3","5","Fast shipping!","Chloe Morales","2","Would not buy again!","Levi Hicks","3","Not as described!","Nicholas Edwards","clothing, dresses"
"181","Marni Red & Black Suit","The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.","womens-dresses","179.99","15.4","4.17","15","","MWF43VM5","4","No warranty","Ships overnight","In Stock","30 days return policy","4","","","https://cdn.dummyjson.com/products/images/womens-dresses/Marni%20Red%20&%20Black%20Suit/thumbnail.png","24.67","16.15","14.69","4","Would buy again!","Nathan Dixon","1","Poor quality!","Chloe Morales","1","Very unhappy with my purchase!","Nicholas Edwards","clothing, suits"
"182","Green Crystal Earring","The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.","womens-jewellery","29.99","2.58","2.94","1","","O7LSKAP2","10","3 year warranty","Ships in 1 month","Low Stock","30 days return policy","17","","","https://cdn.dummyjson.com/products/images/womens-jewellery/Green%20Crystal%20Earring/thumbnail.png","19.73","14.54","15.92","3","Very disappointed!","James Garcia","1","Very disappointed!","Grayson Coleman","2","Waste of money!","Nolan Bryant","fashion accessories, earrings"
"183","Green Oval Earring","The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.","womens-jewellery","24.99","0.64","2.54","89","","OCEA4CEQ","8","3 months warranty","Ships in 3-5 business days","In Stock","No return policy","7","","","https://cdn.dummyjson.com/products/images/womens-jewellery/Green%20Oval%20Earring/thumbnail.png","28.22","18.32","11.64","4","Awesome product!","Lily Lee","4","Excellent quality!","Brandon Collins","4","Very satisfied!","Avery Scott","fashion accessories, earrings"
"184","Tropical Earring","The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.","womens-jewellery","19.99","12.31","3.32","76","","8F1O6KAS","9","3 year warranty","Ships in 1 month","In Stock","30 days return policy","27","","","https://cdn.dummyjson.com/products/images/womens-jewellery/Tropical%20Earring/thumbnail.png","25.36","29.46","15.58","5","Highly impressed!","Chloe Morales","3","Poor quality!","Scarlett Bowman","4","Highly recommended!","Tyler Davis","fashion accessories, earrings"
"185","Black & Brown Slipper","The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.","womens-shoes","19.99","13.62","4.13","80","Comfort Trends","0EVS1LOK","9","2 year warranty","Ships in 1-2 business days","In Stock","90 days return policy","29","","","https://cdn.dummyjson.com/products/images/womens-shoes/Black%20&%20Brown%20Slipper/thumbnail.png","9.73","15.4","6.3","1","Not as described!","Ethan Fletcher","2","Very disappointed!","Nathan Dixon","5","Great value for money!","Savannah Gomez","footwear, slippers"
"186","Calvin Klein Heel Shoes","Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.","womens-shoes","79.99","11.39","4.06","99","Calvin Klein","9U4PYRXS","1","1 week warranty","Ships in 3-5 business days","In Stock","60 days return policy","3","","","https://cdn.dummyjson.com/products/images/womens-shoes/Calvin%20Klein%20Heel%20Shoes/thumbnail.png","15.41","18.83","18.69","5","Very pleased!","Ella Adams","1","Very unhappy with my purchase!","Lillian Bishop","4","Awesome product!","Aria Roberts","footwear, heel shoes"
"187","Golden Shoes Woman","The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.","womens-shoes","49.99","14.93","4.82","99","Fashion Diva","U52NOLI2","3","5 year warranty","Ships in 1-2 business days","In Stock","No return policy","19","","","https://cdn.dummyjson.com/products/images/womens-shoes/Golden%20Shoes%20Woman/thumbnail.png","15.32","27.84","21.06","4","Excellent quality!","Owen Fisher","4","Fast shipping!","Xavier Wright","5","Very pleased!","William Gonzalez","footwear, women's shoes"
"188","Pampi Shoes","Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.","womens-shoes","29.99","0.3","3.01","36","Pampi","MJGF2DUO","3","2 year warranty","Ships in 1 week","In Stock","60 days return policy","9","","","https://cdn.dummyjson.com/products/images/womens-shoes/Pampi%20Shoes/thumbnail.png","22.13","23.43","28.61","3","Waste of money!","Grace Green","4","Very happy with my purchase!","Aubrey Garcia","5","Very happy with my purchase!","Logan Lee","footwear, casual shoes"
"189","Red Shoes","The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.","womens-shoes","34.99","0.01","4.23","53","Fashion Express","H8JNELSB","5","1 month warranty","Ships overnight","In Stock","30 days return policy","17","","","https://cdn.dummyjson.com/products/images/womens-shoes/Red%20Shoes/thumbnail.png","29.75","12.3","26.41","4","Very pleased!","Ethan Martinez","5","Fast shipping!","Christopher West","4","Excellent quality!","Mila Hernandez","footwear, women's shoes"
"190","IWC Ingenieur Automatic Steel","The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.","womens-watches","4999.99","5.76","2.58","85","IWC","OJF7AK1J","4","5 year warranty","Ships in 1 week","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/womens-watches/IWC%20Ingenieur%20Automatic%20Steel/thumbnail.png","12.27","5.91","8.71","5","Great value for money!","Nova Cooper","3","Very unhappy with my purchase!","Nicholas Bailey","4","Highly impressed!","Paisley Bell","watches, luxury watches"
"191","Rolex Cellini Moonphase","The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.","womens-watches","15999.99","18.76","3.41","66","Rolex","E8CYFYQL","5","2 year warranty","Ships in 1-2 business days","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/womens-watches/Rolex%20Cellini%20Moonphase/thumbnail.png","22.54","20.15","25.37","5","Great value for money!","Logan Lee","1","Would not recommend!","Leah Henderson","5","Very pleased!","Mateo Nguyen","watches, luxury watches"
"192","Rolex Datejust Women","The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.","womens-watches","10999.99","17.72","3.53","31","Rolex","VKQ2UNB9","8","6 months warranty","Ships in 3-5 business days","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/womens-watches/Rolex%20Datejust%20Women/thumbnail.png","14.53","29.73","10.22","2","Very disappointed!","Evan Reed","5","Excellent quality!","Isabella Jackson","4","Highly recommended!","Liam Garcia","watches, luxury watches, women's watches"
"193","Watch Gold for Women","The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.","womens-watches","799.99","6.37","3.03","94","Fashion Gold","N6I9YEWM","8","2 year warranty","Ships in 1 month","In Stock","No return policy","2","","","https://cdn.dummyjson.com/products/images/womens-watches/Watch%20Gold%20for%20Women/thumbnail.png","5.9","13.64","23.65","1","Not as described!","Lucas Allen","5","Highly impressed!","Bella Gonzalez","4","Would buy again!","Michael Johnson","watches, women's watches"
"194","Women's Wrist Watch","The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.","womens-watches","129.99","17.34","2.93","55","Fashion Co.","36T6X4M3","8","1 month warranty","Ships in 3-5 business days","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/womens-watches/Women's%20Wrist%20Watch/thumbnail.png","24.74","25.89","8.18","4","Fast shipping!","Emily Brown","5","Great product!","Liam Smith","3","Waste of money!","Mila Hernandez","watches, women's watches"
